1	10333.6874593	10281	4718
2	7735.71862711	11375	3624
3	7562.83039011	11544	3455
0.187149582	0	1
0.746881104	1	0
0.367873743	0	0
0.317230794	0	1
0.995330536	1	1
0.825875518	1	0
0.978934002	1	1
0.043401597	0	0
0.080243686	0	0
0.993536608	1	1
0.766363604	1	0
0.144238463	0	0
0.306127950	0	1
0.689961542	1	0
0.721962894	1	0
0.050534307	0	0
0.813083245	1	1
0.892473883	1	1
0.073509212	0	0
0.232907716	0	0
0.308173459	0	1
0.684363098	1	1
0.999997076	1	1
0.088403503	0	0
0.096914717	0	0
0.763824187	1	1
0.209019457	0	0
0.068852319	0	0
0.964062918	1	1
0.343701310	0	1
0.353833517	0	0
0.436275144	0	0
0.894208584	1	1
0.867596757	1	1
0.449864534	0	1
0.926152120	1	1
0.257051824	0	0
0.964347191	1	0
0.073186950	0	0
0.296520666	0	0
0.176625833	0	0
0.417900068	0	0
0.532475708	1	0
0.253374318	0	0
0.503698059	1	0
0.140316404	0	0
0.489771816	0	1
0.221854882	0	0
0.998274874	1	1
0.087369788	0	0
0.788132658	1	1
0.699603628	1	0
0.281882941	0	0
0.511905449	1	1
0.282833480	0	1
0.048062466	0	0
0.363176885	0	0
0.086186615	0	0
0.627867570	1	0
0.315324600	0	1
0.615969825	1	1
0.153543783	0	0
0.845112154	1	0
0.202743891	0	1
0.165232405	0	0
0.304494659	0	0
0.139940420	0	0
0.026528313	0	0
0.033843637	0	0
0.067370660	0	0
0.149522072	0	0
0.497234568	0	0
0.738767059	1	1
0.212474749	0	0
0.834416275	1	1
0.921333111	1	1
0.137114242	0	0
0.393568766	0	1
0.273797837	0	1
0.337909951	0	0
0.210727170	0	1
0.156997594	0	0
0.066661315	0	0
0.765904129	1	0
0.240662867	0	0
0.992738318	1	1
0.341909720	0	0
0.146725286	0	0
0.068851897	0	0
0.187223929	0	0
0.579321951	1	1
0.059023306	0	0
0.673323580	1	1
0.194867555	0	0
0.206217762	0	0
0.999723035	1	1
0.999978010	1	1
0.173084011	0	0
0.127345545	0	0
0.049511574	0	0
0.997266183	1	1
0.194075618	0	0
0.732331855	1	0
0.389418078	0	1
0.248137506	0	1
0.433587814	0	1
0.999999989	1	1
0.179730330	0	1
0.999998580	1	1
0.626049421	1	1
0.147356885	0	0
0.168259717	0	0
0.244659961	0	0
0.206452878	0	0
0.662520384	1	1
0.999999993	1	1
0.117189580	0	0
0.923541763	1	1
0.934371988	1	1
0.986080758	1	0
0.673791775	1	0
0.350398212	0	0
0.137795372	0	0
0.188731876	0	0
0.046055457	0	0
0.299268302	0	1
0.067323779	0	0
0.231406836	0	0
0.104530171	0	0
0.959403467	1	1
0.202195317	0	0
0.905438591	1	1
0.545835361	1	0
0.122404737	0	0
0.038386063	0	0
0.164526581	0	0
0.154220335	0	0
0.080644689	0	0
0.633375939	1	0
0.470070186	0	0
0.999999509	1	1
0.179988853	0	1
0.088116313	0	0
0.733993626	1	0
0.327919432	0	1
0.289621557	0	0
0.958500918	1	0
0.741357252	1	0
0.117979562	0	0
0.354224787	0	0
0.120253103	0	1
0.074745001	0	0
0.102012299	0	0
0.051837674	0	0
0.889670436	1	0
0.150531920	0	0
0.748184046	1	0
0.236090584	0	0
0.560264178	1	1
0.319203298	0	0
0.919158783	1	1
