1	10397.8049898	5154	9845
2	7054.43145701	11679	3320
3	6637.49417607	12172	2827
4	6799.22424333	11645	3354
5	6644.12535503	12135	2864
6	6009.30756068	12358	2641
7	5968.6238842	12397	2602
8	6000.49965069	12321	2678
9	5858.18731238	12450	2549
10	5961.79885239	12434	2565
0.278627488	0	0
0.451095413	0	0
0.250896256	0	0
0.708848463	1	0
0.233013740	0	0
0.059119215	0	0
0.231540823	0	0
0.096813884	0	0
0.112412711	0	0
0.097755665	0	0
0.329930817	0	0
0.203166768	0	0
0.762074342	1	1
0.813602889	1	1
0.454848715	0	0
0.333073287	0	0
0.076401641	0	0
0.830585511	1	1
0.199391332	0	0
0.656318550	1	0
0.068602981	0	0
0.412943454	0	0
0.257496516	0	0
0.981610321	1	1
0.947929053	1	1
0.174475064	0	0
0.399639744	0	0
0.392598639	0	0
0.196333800	0	1
0.482657871	0	1
0.557235333	1	0
0.491610902	0	0
0.955167924	1	1
0.065474187	0	0
0.781515906	1	0
0.177549089	0	0
0.704890934	1	0
0.409336308	0	1
0.729152785	1	0
0.805998399	1	1
0.098383513	0	0
0.403372284	0	0
0.445106959	0	0
0.262853439	0	0
0.296637193	0	0
0.880766659	1	1
0.287906819	0	1
0.376205542	0	0
0.220290464	0	0
0.967195528	1	1
0.060382467	0	0
0.679933443	1	0
0.080966141	0	0
0.570869617	1	1
0.982918133	1	1
0.152323782	0	0
0.971374752	1	1
0.729190154	1	1
0.413784405	0	1
0.339406914	0	0
0.149091023	0	0
0.163108858	0	0
0.087976703	0	0
0.500483604	1	0
0.732210337	1	1
0.961936900	1	1
0.226992809	0	1
0.200062323	0	0
0.115717583	0	0
0.970573205	1	1
0.121528397	0	0
0.703208489	1	0
0.221900951	0	0
0.104103916	0	0
0.842672144	1	0
0.979164327	1	1
0.647713974	1	1
0.207833141	0	0
0.080485660	0	0
0.804423763	1	1
0.094946241	0	0
0.400345331	0	0
0.961011458	1	0
0.841518635	1	1
0.368618248	0	0
