1	462.263124186	431	237
2	387.737218977	411	257
3	308.996852127	517	151
4	319.722330397	507	161
5	322.282109769	519	149
6	281.190438431	540	128
7	311.780599	528	140
8	285.983789565	536	132
9	291.641358249	530	138
10	330.233223615	508	160
11	287.383916943	528	140
12	284.402272367	537	131
13	288.330587743	527	141
14	301.284251621	515	153
15	313.986081659	518	150
16	320.013325392	528	140
17	300.730740363	529	139
18	298.961484866	522	146
19	313.10957957	530	138
20	296.228635204	523	145
0.105359655	0	1
0.021028041	0	0
0.803617772	1	0
0.849328631	1	1
0.017957302	0	0
0.272488177	0	0
0.029667965	0	0
0.133281131	0	0
0.024185921	0	0
0.019095423	0	0
0.210810704	0	0
0.011426509	0	0
0.865574548	1	1
0.408667609	0	0
0.362840593	0	1
0.140120520	0	0
0.071668070	0	0
0.370978517	0	0
0.736029597	1	1
0.750072752	1	1
0.358873756	0	0
0.372404611	0	0
0.119637821	0	0
0.647929417	1	1
0.888137262	1	1
0.196123039	0	1
0.629794748	1	1
0.015357856	0	0
0.845959074	1	1
0.052722001	0	1
0.844659990	1	1
0.233680510	0	0
0.315415636	0	0
0.026198396	0	0
0.139293291	0	1
0.206707198	0	0
0.304280353	0	1
0.497517320	0	1
0.891082635	1	1
0.050271003	0	0
0.016754235	0	0
0.266251455	0	0
0.594734860	1	0
0.177717492	0	0
0.012442188	0	0
0.015861965	0	0
0.135958703	0	1
0.025638075	0	0
0.093811431	0	0
0.012194696	0	0
0.152822903	0	1
0.310293393	0	1
0.282602219	0	0
0.860230710	1	0
0.230682372	0	0
0.088150369	0	0
0.902801123	1	1
0.016551795	0	0
0.017767578	0	0
0.015102613	0	0
0.021889288	0	0
0.902914014	1	1
0.117453990	0	1
0.214966638	0	0
0.910486716	1	0
0.012274037	0	0
0.649847491	1	0
0.106260303	0	1
0.852397835	1	0
0.842084520	1	0
0.886147558	1	1
0.019042078	0	0
0.367964428	0	0
0.225189808	0	0
0.012655561	0	0
0.076023243	0	0
0.016489779	0	0
0.022496740	0	0
0.016099662	0	0
0.027796355	0	0
0.579701326	1	1
0.683243520	1	0
0.906510067	1	1
0.016441804	0	1
0.255522287	0	1
0.014039363	0	0
0.011074946	0	0
0.010860694	0	0
0.783033758	1	1
0.093721147	0	0
0.039579611	0	0
0.036073813	0	0
0.763830669	1	1
0.842669681	1	1
0.290420796	0	1
0.713549905	1	0
0.108035613	0	0
0.854609119	1	0
0.767075739	1	1
0.870663556	1	1
75	25
0.615384615385
